,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
3770,83,2018-03-02,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"[INDUSTRIES – DETERMINATION OF FINAL AMOUNT OF COMPENSATION TO THE LAND OWNERS BY APPLYING THE MULTIPLIER FACTORS IN THE TAMIL NADU ACQUISITION OF LAND FOR INDUSTRIAL PURPOSES ACT, 1997 (TAMIL NADU ACT 10 OF 1999)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/83_Ex_II_2.pdf,True,https://web.archive.org/web/20180509035840/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/83_Ex_II_2.pdf,2018-05-09 03:58:40
3771,82,2018-03-02,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"LABOUR AND EMPLOYMENT DEPARTMENT REVISION OF MINIMUM RATES OF WAGES FOR EMPLOYMENT IN HOSPITALS AND NURSING HOMES (OTHER THAN GOVERNMENT AND EMPLOYEES STATE INSURANCE HOSPITALS AND DISPENSARIES) UNDER THE MINIMUM WAGES ACT, 1948.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/82_Ex_II_2.pdf,True,https://web.archive.org/web/20180509022612/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/82_Ex_II_2.pdf,2018-05-09 02:26:12
3772,81,2018-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/81_Ex_II_2.pdf,True,https://web.archive.org/web/20220726213850/http://www.stationeryprinting.tn.gov.in/extraordinary/2018/81_Ex_II_2.pdf,2022-07-26 21:38:50
3773,80,2018-03-02,Part III-Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments.",TAMIL NADU LEGISLATIVE ASSEMBLY SECRETARIAT ADHOC RULES RELATING TO THE TEMPORARY POST OF SPECIAL SECRETARY IN TAMIL NADU LEGISLATIVE ASSEMBLY SECRETARIAT SERVICE.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/80_Ex_III_1b.pdf,True,https://web.archive.org/web/20180509005354/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/80_Ex_III_1b.pdf,2018-05-09 00:53:54
3774,79,2018-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,Industries Department - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/79_Ex_II_2.pdf,True,https://web.archive.org/web/20180509022602/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/79_Ex_II_2.pdf,2018-05-09 02:26:02
3775,78,2018-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/78_Ex_II_2.pdf,True,https://web.archive.org/web/20180509022557/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/78_Ex_II_2.pdf,2018-05-09 02:25:57
3776,77,2018-03-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/77_Ex_II_2.pdf,True,https://web.archive.org/web/20180509035835/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/77_Ex_II_2.pdf,2018-05-09 03:58:35
3777,76,2018-03-01,Part-II Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/76_Ex_II_1.pdf,True,https://web.archive.org/web/20180509022545/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/76_Ex_II_1.pdf,2018-05-09 02:25:45
3778,75,2018-02-27,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/75_Ex_II_2.pdf,True,https://web.archive.org/web/20180509022540/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/75_Ex_II_2.pdf,2018-05-09 02:25:40
3779,74,2018-02-27,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/74_Ex_II_2.pdf,True,https://web.archive.org/web/20180509005348/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/74_Ex_II_2.pdf,2018-05-09 00:53:48
3780,73,2018-02-27,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/73_Ex_II_2.pdf,True,https://web.archive.org/web/20180509005344/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/73_Ex_II_2.pdf,2018-05-09 00:53:44
3781,72,2018-02-23,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/72_Ex_II_2.pdf,True,https://web.archive.org/web/20180509005338/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/72_Ex_II_2.pdf,2018-05-09 00:53:38
3782,71,2018-02-23,Part-II Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/71_Ex_II_1.pdf,True,https://web.archive.org/web/20180509035830/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/71_Ex_II_1.pdf,2018-05-09 03:58:30
3783,70,2018-02-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - APPOINTMENT OF CERTAIN PERSON AS MEMBER OF THE TAMIL NADU WAQF TRIBUNAL AT CHENNAI FOR CERTAIN PERIOD UNDER THE WAQF ACT, 1995.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/70_Ex_II_2.pdf,True,https://web.archive.org/web/20180509035825/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/70_Ex_II_2.pdf,2018-05-09 03:58:25
3784,69,2018-02-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/69_Ex_II_2.pdf,True,https://web.archive.org/web/20180509005333/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/69_Ex_II_2.pdf,2018-05-09 00:53:33
3785,68,2018-02-21,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/68_Ex_II_2.pdf,True,https://web.archive.org/web/20180509035820/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/68_Ex_II_2.pdf,2018-05-09 03:58:20
3786,67,2018-02-19,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS - TAMIL NADU AMENDMENT) ACT, 2017 - ACT 1 OF 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/67_Ex_II_2.pdf,True,https://web.archive.org/web/20180509035815/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/67_Ex_II_2.pdf,2018-05-09 03:58:15
3787,66,2018-02-16,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"CO-OPERATION, FOOD AND CONSUMER PROTECTION DEPARTMENT - CONSTITUTION OF TAMIL NADU STATE FOOD COMMISSION AND APPOINTMENT OF THE CHAIRPERSON AND 5 OTHER MEMBERS UNDER THE NATIONAL FOOD SECURITY ACT, 2013.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/66_Ex_II_2.pdf,True,https://web.archive.org/web/20180509022535/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/66_Ex_II_2.pdf,2018-05-09 02:25:35
3788,65,2018-02-16,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/65_Ex_II_2.pdf,True,https://web.archive.org/web/20180509033603/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/65_Ex_II_2.pdf,2018-05-09 03:36:03
3789,64,2018-02-16,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"MICRO, SMALL AND MEDIUM ENTERPRISES DEPARTMENT - CONSTITUTION OF FOUNDRY DEVELOPMENT COUNCIL APPOINTMENT OF CERTAIN PERSONS TO BE MEMBER OF THE COUNCIL FOR THE CERTAIN PERIOD AMENDMENT TO NOTIFICATION",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/64_Ex_II_2.pdf,True,https://web.archive.org/web/20180509005329/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/64_Ex_II_2.pdf,2018-05-09 00:53:29
3790,63,2018-02-15,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of lands,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/63_Ex_II_2.pdf,True,https://web.archive.org/web/20180509022533/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/63_Ex_II_2.pdf,2018-05-09 02:25:33
3791,62,2018-02-15,Part-II Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/62_Ex_II_1.pdf,True,https://web.archive.org/web/20180509022526/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/62_Ex_II_1.pdf,2018-05-09 02:25:26
3792,61,2018-02-13,Part I,"Notifi cations or orders regarding fi rst appointments, investiture of magisterial powers, etc., issued by Secretariat Departments.","PUBLIC DEPARTMENT - (Law Offi cers) - APPOINTMENT OF THIRU. A. KUMAR, SPECIAL GOVERNMENT PLEADER AS ADDITIONAL ADVOCATE GENERAL-X OF TAMIL NADU IN THE HIGH COURT OF MADRAS",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/61_Ex_I.pdf,True,https://web.archive.org/web/20180509022520/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/61_Ex_I.pdf,2018-05-09 02:25:20
3793,60,2018-02-13,Part III—Section 1(b),"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments.","WELFARE OF DIFFERENTLY ABLED PERSONS DEPARTMENT - FRAMING OF DRAFT RULES RELATING TO RIGHTS OF PERSONS WITH DISABILITIES ACT, 2016 (CENTRAL ACT 49 OF 2016)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/60_Ex_III_1b.pdf,True,https://web.archive.org/web/20180304162112/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/60_Ex_III_1b.pdf,2018-03-04 16:21:12
3794,59,2018-02-13,Part V-Section 4,Notifications by the Election Commission of India.,Notifications by the election Commission of in dia Judgement of the High Court of Madras in election petition no.09 of 2016.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/59_Ex_V_4.pdf,True,https://web.archive.org/web/20180304162101/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/59_Ex_V_4.pdf,2018-03-04 16:21:01
3795,58,2018-02-09,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/58_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162055/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/58_Ex_II_2.pdf,2018-03-04 16:20:55
3796,57,2018-02-08,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","INDUSTRIES DEPARTMENT - AMENDMENT TO THE TAMIL NADU MINOR MINERAL CONCESSION RULES, 1959.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/57_Ex_III_1a.pdf,True,https://web.archive.org/web/20180304162050/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/57_Ex_III_1a.pdf,2018-03-04 16:20:50
3797,56,2018-02-08,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/56_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162045/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/56_Ex_II_2.pdf,2018-03-04 16:20:45
3798,55,2018-02-08,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/55_Ex_II_1.pdf,True,https://web.archive.org/web/20180304162040/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/55_Ex_II_1.pdf,2018-03-04 16:20:40
3799,54,2018-02-07,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,Transport Department - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/54_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162035/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/54_Ex_II_2.pdf,2018-03-04 16:20:35
3800,53,2018-02-06,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE Prevention of Cruely to Animals (Tamil Nadu Amendment) Act, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/53_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162029/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/53_Ex_II_2.pdf,2018-03-04 16:20:29
3801,52,2018-02-06,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,LABOUR AND EMPLOYMENT DEPARTMENT - REVISION OF MINIMUM RATES OF WAGES FOR THE EMPOYMENT IN HOSIERY MANUFACTORY UNDER THE MINIMUM WAGES ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/52_Ex_II_2.pdf,True,https://web.archive.org/web/20190715054700/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/52_Ex_II_2.pdf,2019-07-15 05:47:00
3802,51,2018-02-05,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/51_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162024/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/51_Ex_II_2.pdf,2018-03-04 16:20:24
3803,50,2018-02-03,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - POSTPONEMENT OF COMING INTO FORCE OF THE PROVISIONS RELATING TO E-WAY BILL UNDER THE TAMIL NADU GOODS AND SERVICES TAX RULES, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/50_Ex_II_2.pdf,True,https://web.archive.org/web/20180304162018/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/50_Ex_II_2.pdf,2018-03-04 16:20:18
3804,49,2018-02-02,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/49_Ex_II_1.pdf,True,https://web.archive.org/web/20180304162008/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/49_Ex_II_1.pdf,2018-03-04 16:20:08
3805,48,2018-02-02,Part V-Section 4,Notifi cations by the Election Commission of India,NOTIFICATIONS BY THE ELECTION COMMISSION OF INDIA - JUDGEMENT OF THE HIGH COURT OF MADRAS IN ELECTION PETITION No.20 OF 2016.,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/48_Ex_V_4.pdf,True,https://web.archive.org/web/20180304162003/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/48_Ex_V_4.pdf,2018-03-04 16:20:03
3806,47,2018-02-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"TRANSPORT DEPARTMENT - APPOINTMENT OF JUSTICE THIRU E. PADMANABHAN, HON'BLE JUDGE OF MADRAS HIGH COURT (RETIRED) AS AN ARBITRATOR UNDER THE INDUSTRIAL DISPUTES ACT, 1947.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/47_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161958/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/47_Ex_II_2.pdf,2018-03-04 16:19:58
3807,46,2018-01-31,Part IV-Section 2,Tamil Nadu Acts and Ordinances,ACTS - No. 11 of 2018 to No. 14 of 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/46_Ex_IV_2.pdf,True,https://web.archive.org/web/20180304161952/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/46_Ex_IV_2.pdf,2018-03-04 16:19:52
3808,45,2018-01-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/45_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161948/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/45_Ex_II_2.pdf,2018-03-04 16:19:48
3809,44,2018-01-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/44_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161942/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/44_Ex_II_2.pdf,2018-03-04 16:19:42
3810,43,2018-01-30,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"TOURISM, CULTURE AND RELIGIOUS ENDOWMENTS DEPARTMENT - APPOINTMENT OF VICE-CHANCELLOR DR. PREMEELA GURUMURTHY UNDER THE TAMIL NADU MUSIC AND FINE ARTS UNIVERSITY ACT.",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/43_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161937/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/43_Ex_II_2.pdf,2018-03-04 16:19:37
3811,42,2018-01-30,Part IV-Section 2,Tamil Nadu Acts and Ordinances,ACTS - No. 8 of 2018 to No. 10 of 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/42_Ex_IV_2.pdf,True,https://web.archive.org/web/20180304161933/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/42_Ex_IV_2.pdf,2018-03-04 16:19:33
3812,41,2018-01-30,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,PUBLIC DEPARTMENT - Law and Order - APPOINTMENT OF COMMISSION OF INQUIRY TO INQUIRE INTO CAUSES AND CIRCUMSTANCES LEADING TO THE LAW AND ORDER DISTURBANCES,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/41_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161928/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/41_Ex_II_2.pdf,2018-03-04 16:19:28
3813,40,2018-01-30,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/40_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161923/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/40_Ex_II_2.pdf,2018-03-04 16:19:23
3814,39,2018-01-29,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments,ENERGY DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/39_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161912/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/39_Ex_II_2.pdf,2018-03-04 16:19:12
3815,38,2018-01-29,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,LAW DEPARTMENT - LIST OF NOTARIES APPOINTED AND IN PRACTICE AT THE BEGINNING OF THE YEAR 2018,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/38_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161908/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/38_Ex_II_2.pdf,2018-03-04 16:19:08
3816,37,2018-01-29,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/37_Ex_II_2.pdf,True,https://web.archive.org/web/20180509035750/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/37_Ex_II_2.pdf,2018-05-09 03:57:50
3817,36,2018-01-29,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,INDUSTRIES DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2018/36_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161902/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/36_Ex_II_2.pdf,2018-03-04 16:19:02
3818,35,2018-01-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HOME DEPARTMENT - Transport - NOTIFICATIONS UNDER THE MOTOR VEHICLES ACT DIRECTION TO THE STATE TRANSPORT AUTHORITY, TAMIL NADU AND THE REGIONAL TRANSPORT AUTHORITIES",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/35_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161857/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/35_Ex_II_2.pdf,2018-03-04 16:18:57
3819,34,2018-01-25,Part II-Section 2,Notifi cations or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960, AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017).",http://www.stationeryprinting.tn.gov.in/extraordinary/2018/34_Ex_II_2.pdf,True,https://web.archive.org/web/20180304161852/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2018/34_Ex_II_2.pdf,2018-03-04 16:18:52
