,Part,Content,URL,Date,Issue,Deleted,Archived URL,Archived Date
3794,8. Part VI—Section 3b,"Notifications issued by Quasi-Government bodies and Public Sector Undertakings. UNIVERSITY AUTHORITIES - TAMIL NADU VETERINARY AND ANIMAL SCIENCES UNIVERSITY, CHENNAI - Election of a Member of Tamil Nadu Legislative Assembly",http://www.stationeryprinting.tn.gov.in/gazette/2016/5-VI-3b.pdf,2016-02-03,5,False,https://web.archive.org/web/20220817194022/http://www.stationeryprinting.tn.gov.in/gazette/2016/5-VI-3b.pdf,2022-08-17 19:40:22
3795,9. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2016/5-VI-4.pdf,2016-02-03,5,False,https://web.archive.org/web/20220817194025/http://www.stationeryprinting.tn.gov.in/gazette/2016/5-VI-4.pdf,2022-08-17 19:40:25
3796,10. Part III-Section 2,"Statutory Notifications and Orders issued by Heads of Departments. CHENNAI PORT TRUST-The Recruitment Rules in respect of Class II, III and IV posts of all the departments of the Trust are included in the Schedule–II of the Chennai Port Trust Employees",http://www.stationeryprinting.tn.gov.in/gazette/2016/5_III_2.pdf,2016-02-03,5,False,https://web.archive.org/web/20220817194032/http://www.stationeryprinting.tn.gov.in/gazette/2016/5_III_2.pdf,2022-08-17 19:40:32
3788,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - Waqf Act COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act HEALTH AND FAMILY WELFARE DEPARTMENT - Drugs and Cosmetics Act - Appointment of certain Persons as Drug Inspectors HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands - Amendment to Notification HOME DEPARTMENT - Indian Christian Marriage Act HOME DEPARTMENT - S.C - Award of the President’ s Police Medal HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication",http://www.stationeryprinting.tn.gov.in/gazette/2016/5-II-2.pdf,2016-02-03,5,False,https://web.archive.org/web/20220817194002/http://www.stationeryprinting.tn.gov.in/gazette/2016/5-II-2.pdf,2022-08-17 19:40:02
3804,8. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-4.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194113/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-4.pdf,2022-08-17 19:41:13
3803,7. Part VI—Section 3a,"Notifications issued by cost recoverable institutions of State and Central Governments. GENERAL NOTIFICATION - TAMIL NADU WAKF BOARD, CHENNAI - Wakf Act - Taking Over the Direct Management of AL Lajnathud Deeniya Wakf, Perambur, Chennai District",http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-3a.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194110/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-3a.pdf,2022-08-17 19:41:10
3800,4. Part III—Section 1a-T-Sup.,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. INDUSTRIES DEPARTMENT - Notifications",http://www.stationeryprinting.tn.gov.in/gazette/2016/4-III-1a-T-Sup.pdf,2016-01-27,4,False,https://web.archive.org/web/20190820085125/http://www.stationeryprinting.tn.gov.in:80/gazette/2016/4-III-1a-T-Sup.pdf,2019-08-20 08:51:25
3799,3. Part III—Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. LABOUR AND EMPLOYMENT DEPARTMENT - Draft Amendments to the Tamil Nadu Beedi and Cigar Workers - Conditions of Employment - Rules - Amendments to the Tamil Nadu Catering Establishments Rules",http://www.stationeryprinting.tn.gov.in/gazette/2016/4-III-1a.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194057/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-III-1a.pdf,2022-08-17 19:40:57
3798,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT -Employees State Insurance Act - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2016/4-II-2.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194053/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-II-2.pdf,2022-08-17 19:40:53
3797,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. ENVIRONMENT AND FORESTS DEPARTMENT - Confirmation I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2016/4-I-I.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194050/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-I-I.pdf,2022-08-17 19:40:50
3802,6. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-2.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194107/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-2.pdf,2022-08-17 19:41:07
3801,5. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Variation to the Approved Singanallur Detailed Development Plan No. 28 of Coimbatore Local Planning Area JUDICIAL NOTIFICATIONS - Period of Adjournment of Subordinate Courts in Perambalur District for Summer Vacation and Public Holidays for the year 2016 TAMIL NADU HEMEOPATHY MEDICAL COUNCIL, CHENNAI - Notifications",http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-1.pdf,2016-01-27,4,False,https://web.archive.org/web/20220817194103/http://www.stationeryprinting.tn.gov.in/gazette/2016/4-VI-1.pdf,2022-08-17 19:41:03
3811,7. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notices,http://www.stationeryprinting.tn.gov.in/gazette/2016/3-VI-4.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194136/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-VI-4.pdf,2022-08-17 19:41:36
3805,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. ENVIRONMENT AND FORESTS DEPARTMENT - Confirmation I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2016/3-I-1.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194117/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-I-1.pdf,2022-08-17 19:41:17
3806,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands HOME DEPARTMENT - Tamil Nadu Protection of Interests of Depositors in Financial Establishments Act. HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication - Award of the Tami l Nadu Chief Minister' s Constabulary Medal on the occasion of Pongal, 2016, etc.",http://www.stationeryprinting.tn.gov.in/gazette/2016/3-II-2.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194120/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-II-2.pdf,2022-08-17 19:41:20
3810,6. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Final Closing and Cancellation of IND. No. 662, The Valliammai Garments Making Industrial Co-operative Society Limited. JUDICIAL NOTIFICATIONS - Period of Adjournment for the Vacation and Holidays for District Courts and all other Subordinate Civil Courts - Conferment of Powers-Code of Criminal Procedure",http://www.stationeryprinting.tn.gov.in/gazette/2016/3-VI-1.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194133/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-VI-1.pdf,2022-08-17 19:41:33
3809,5. Part III—Section 2,"Statutory Notifications and Orders issued by Heads of Departments. JUDICIAL NOTIFICATION - The Madras High Court Service Rules, 2015",http://www.stationeryprinting.tn.gov.in/gazette/2016/3-III-2.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194129/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-III-2.pdf,2022-08-17 19:41:29
3807,3. Part III—Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments. HOME DEPARTMENT - Amendments to the Tamil Nadu Home Guards welfare and Benevolent Fund Rules",http://www.stationeryprinting.tn.gov.in/gazette/2016/3-III-1a.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194124/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-III-1a.pdf,2022-08-17 19:41:24
3808,4. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. AGRICULTURE DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Agricultural Service - Framing of Special Rules for the Tamil Nadu Horticultural Service MICRO, SMALL AND MEDIUM ENTERPRISES DEPARTMENT - Amendment to the Special Rules for the Tamil Nadu Industries Service PUBLIC DEPARTMENT - Protocol - Amendment to Adhoc rules relating to the Posts of Front Office Assistant in State Guest House, Chepauk and New Rest House, Chinthadripet, Chennai in Tamil Nadu Ministerial Service PUBLIC WORKS DEPARTMENT - Amendments to Adhoc rules relating to the post of Radio Supervisor in Public Works Department in Tamil Nadu Engineering Subordiante Service",http://www.stationeryprinting.tn.gov.in/gazette/2016/3-III-1b.pdf,2016-01-20,3,False,https://web.archive.org/web/20220817194126/http://www.stationeryprinting.tn.gov.in/gazette/2016/3-III-1b.pdf,2022-08-17 19:41:26
3812,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK. PUBLIC DEPARTMENT - Special-A - Deputation",http://www.stationeryprinting.tn.gov.in/gazette/2016/2-I-1.pdf,2016-01-13,2,False,https://web.archive.org/web/20220817194142/http://www.stationeryprinting.tn.gov.in/gazette/2016/2-I-1.pdf,2022-08-17 19:41:42
3815,4. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Variation to the Sanctioned Bus Stand Area Town Planning Scheme in Kancheepuram Local Planning Area JUDICIAL NOTIFICATIONS - Vacation and Holidays for all the Subordinate Courts for the Criminal Unit for the year-2016 - Conferment of Powers-Code of Criminal Procedure",http://www.stationeryprinting.tn.gov.in/gazette/2016/2-VI-1.pdf,2016-01-13,2,False,https://web.archive.org/web/20220817194152/http://www.stationeryprinting.tn.gov.in/gazette/2016/2-VI-1.pdf,2022-08-17 19:41:52
3816,5. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2016/2-VI-4.pdf,2016-01-13,2,False,https://web.archive.org/web/20220817194155/http://www.stationeryprinting.tn.gov.in/gazette/2016/2-VI-4.pdf,2022-08-17 19:41:55
3814,3. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments. AGRICULTURE DEPARTMENT - Adhoc Rules relating to the Temporary Post of Assistant Programmer in the Agriculture Department of Secretariat in Tamil Nadu Secretariat Service HOME DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Jail Subordinate Service MICRO, SMALL AND MEDIUM ENTERPRISES DEPARTMENT - Amendment to the Special Rules for the Tamil Nadu Industries Subordinate Service PERSONNEL AND ADMINISTRATIVE REFORMS DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Ministerial Service",http://www.stationeryprinting.tn.gov.in/gazette/2016/2-III-1b.pdf,2016-01-13,2,False,https://web.archive.org/web/20220817194148/http://www.stationeryprinting.tn.gov.in/gazette/2016/2-III-1b.pdf,2022-08-17 19:41:48
3813,2. Part II—Section 2,"Notifications or Orders of interest to a section of the public issued by Secretariat Departments. BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - Waqf Act COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Registration Act HEALTH AND FAMILY WELFARE DEPARTMENT - Tamil Nadu Anatomy Act HOME DEPARTMENT - Tamil Nadu Civil Courts Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT - Beedi and Cigar Workers (Conditions of Employment) Act - Employees State Insurance Act - Legal Metrology Act - Tamil Nadu Shops and Establishments Act SCHOOL EDUCATION DEPARTMENT- Tamil Nadu Educational Development Day (Declaration and Celebration Act",http://www.stationeryprinting.tn.gov.in/gazette/2016/2-II-2.pdf,2016-01-13,2,False,https://web.archive.org/web/20220817194145/http://www.stationeryprinting.tn.gov.in/gazette/2016/2-II-2.pdf,2022-08-17 19:41:45
3818,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act: ENVIRONMENT AND FOREST DEPARTMENT - Tamil Nadu Forest Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planni ng Act: LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2016/1-II-2.pdf,2016-01-06,1,False,https://web.archive.org/web/20160910090713/http://www.stationeryprinting.tn.gov.in:80/gazette/2016/1-II-2.pdf,2016-09-10 09:07:13
3820,4. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. COLLECTORS AND LOCAL AUTHORITIES - District Election Officer and District Collector, Krishnagiri GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates TAMIL NADU STATE ELECTION COMMISSION, CHENNAI - Indirect Elections - held on 18-5-2014 - Elected Deputy Mayor / Chairman of Wards Committee / Member of Taxation and Finance Committee of Corporation..",http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-2.pdf,2016-01-06,1,False,https://web.archive.org/web/20220817194210/http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-2.pdf,2022-08-17 19:42:10
3821,5. Part VI—Section 3a,Notifications issued by cost recoverable institutions of State and Central Governments. JUDICIAL NOTIFICATIONS - Insolvency Petitions,http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-3a.pdf,2016-01-06,1,False,https://web.archive.org/web/20160910090718/http://www.stationeryprinting.tn.gov.in:80/gazette/2016/1-VI-3a.pdf,2016-09-10 09:07:18
3822,6. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-4.pdf,2016-01-06,1,False,https://web.archive.org/web/20220817194217/http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-4.pdf,2022-08-17 19:42:17
3817,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2016/1-I-1.pdf,2016-01-06,1,False,https://web.archive.org/web/20160910090709/http://www.stationeryprinting.tn.gov.in:80/gazette/2016/1-I-1.pdf,2016-09-10 09:07:09
3819,3. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Tamil Nadu Town and Country Planning Act JUDICIAL NOTIFICATIONS - Amendment to the High Court's Official Memorandum",http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-1.pdf,2016-01-06,1,False,https://web.archive.org/web/20220817194208/http://www.stationeryprinting.tn.gov.in/gazette/2016/1-VI-1.pdf,2022-08-17 19:42:08
2949,3. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments AGRICULTURE DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Agricultural Service - Amendments to the Special Rules for the Tamil Nadu Agricultural Subordinate Service",http://www.stationeryprinting.tn.gov.in/gazette/2015/52-III-1b.pdf,2015-12-30,52,False,https://web.archive.org/web/20230404093256/http://www.stationeryprinting.tn.gov.in/gazette/2015/52-III-1b.pdf,2023-04-04 09:32:56
2950,4. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Strose and Trove Act - Notifications - Tamil Nadu Town and Country Planning Act JUDICIAL NOTIFICATIONS - High Court, Madras - Vacation and Holidays for the year 2016 - Code of Criminal Procedure - Conferment of Powers",http://www.stationeryprinting.tn.gov.in/gazette/2015/52-VI-1.pdf,2015-12-30,52,False,https://web.archive.org/web/20230404103233/http://www.stationeryprinting.tn.gov.in/gazette/2015/52-VI-1.pdf,2023-04-04 10:32:33
2947,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. ENVIRONMENT AND FORESTS DEPARTMENT - Appointment I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2015/52-I-1.pdf,2015-12-30,52,False,https://web.archive.org/web/20230404093246/http://www.stationeryprinting.tn.gov.in/gazette/2015/52-I-1.pdf,2023-04-04 09:32:46
2948,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands HOME DEPARTMENT - District Revenue Officer of Respective Districts to file Original Application in TNPID cases before the Special Courts. INDUSTRIES DEPARTMENT - Acquisition of Lands - Erratum to Notification LABOUR AND EMPLOYMENT DEPARTMENT - Industrial Tribunal for Adjudication - Labour Courts for Adjudication,http://www.stationeryprinting.tn.gov.in/gazette/2015/52-II-2.pdf,2015-12-30,52,False,https://web.archive.org/web/20230404093255/http://www.stationeryprinting.tn.gov.in/gazette/2015/52-II-2.pdf,2023-04-04 09:32:55
2951,5. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates TAMIL NADU STATE ELECTION COMMISSION, CHENNAI - Indirect Election - Held on 17-10-2015 - Elected Chairman of Wards Committee/ Member/Chairman of Standing Comittee of Corporation ..",http://www.stationeryprinting.tn.gov.in/gazette/2015/52-VI-2.pdf,2015-12-30,52,False,https://web.archive.org/web/20230404093255/http://www.stationeryprinting.tn.gov.in/gazette/2015/52-VI-2.pdf,2023-04-04 09:32:55
2952,6. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2015/52-VI-4.pdf,2015-12-30,52,False,https://web.archive.org/web/20230404093320/http://www.stationeryprinting.tn.gov.in/gazette/2015/52-VI-4.pdf,2023-04-04 09:33:20
2953,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. PUBLIC DEPARTMENT - Special-A - Appointmen I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2015/51-I-1.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093321/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-I-1.pdf,2023-04-04 09:33:21
2954,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - Indian Stamp Act HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands. HOME DEPARTMENT - Tamil Nadu Civil Courts Act - Protection of Human Rights Act HOUSING AND URBAN DEVELOPMENT DEPARTMENT - Tamil Nadu Town and Country Planning Act LABOUR AND EMPLOYMENT DEPARTMENT - Employees State Insurance Act - Minimum Wages Act - Industrial Disputes Act,http://www.stationeryprinting.tn.gov.in/gazette/2015/51-II-2.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093245/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-II-2.pdf,2023-04-04 09:32:45
2955,3. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments HEALTH AND FAMILY WELFARE DEPARTMENT - Amendment to the Special Rules for the Tamil Nadu Medical Services HOME DEPARTMENT - Amendments to the Tamil Nadu Special Police Subordinate Service Rules - Amendment to the Special Rules for the Tamil Nadu Jail Subordinate Service PUBLIC WORKS DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Engineering Subordinate Service",http://www.stationeryprinting.tn.gov.in/gazette/2015/51-III-1b.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404113330/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-III-1b.pdf,2023-04-04 11:33:30
2956,4. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Strose and Trove Act - Notifications - Tamil Nadu Town and Country Planning Act JUDICIAL NOTIFICATIONS - Code of Criminal Procedure - Conferment of Powers",http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-1.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093300/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-1.pdf,2023-04-04 09:33:00
2957,5. Part VI—Section 1-T-Sup,"Notifications of interest to the General Public issued by Heads of Departments, Etc. Tamil Nadu Co-operative Societies Registration Act, 1975.",http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-1-T-Sup.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093256/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-1-T-Sup.pdf,2023-04-04 09:32:56
2958,6. Part VI—Section 2,"Notifications of interest to a section of the public issued by Heads of Departments, etc. COLLECTORS AND LOCAL AUTHORITIES - District Collector and Village Inspector Tiruvannamalai GOVERNMENT EXAMINATIONS / EDUCATIONAL OFFICERS - Loss of Certificates",http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-2.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093305/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-2.pdf,2023-04-04 09:33:05
2959,7. Part VI—Section 3a,"Notifications issued by cost recoverable institutions of State and Central Governments. GENERAL NOTIFICATIONS - TAMIL NADU WAQF BOARD, CHENNAI - Waqf Act",http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-3a.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404103249/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-3a.pdf,2023-04-04 10:32:49
2960,8. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names - Notice,http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-4.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093330/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-4.pdf,2023-04-04 09:33:30
2961,9. Part VI—Section 4-A-Sup.,Advertisements by private individuals and private institutions NATIONAL BOARD OF ALTERNATIVE MEDICINES - Name of the Alternative Medical Practitioners – 2015 - VIII th List,http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-4A-Sup.pdf,2015-12-23,51,False,https://web.archive.org/web/20230404093246/http://www.stationeryprinting.tn.gov.in/gazette/2015/51-VI-4A-Sup.pdf,2023-04-04 09:32:46
2962,1. Part I,"Notifications or Orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments. I. NOTICE REGARDING GAZETTE EXTRAORDINARY ISSUES PUBLISHED DURING THE WEEK. II. NOTICE REGARDING PARTS AND SECTIONS OF THE GAZETTE NOT PUBLISHED DURING THE WEEK.",http://www.stationeryprinting.tn.gov.in/gazette/2015/50-I-1.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404103332/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-I-1.pdf,2023-04-04 10:33:32
2963,2. Part II—Section 2,Notifications or Orders of interest to a section of the public issued by Secretariat Departments. HIGHWAYS AND MINOR PORTS DEPARTMENT - Acquisition of Lands. PUBLIC DEPARTMENT - Military - Nomination of Members and Advisers of Southern Zonal Council,http://www.stationeryprinting.tn.gov.in/gazette/2015/50-II-2.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404093415/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-II-2.pdf,2023-04-04 09:34:15
2964,3. Part III—Section 1b,"Service Rules including Ad hoc Rules, Regulations, etc., issued by Secretariat Departments PUBLIC WORKS DEPARTMENT - Amendments to the Special Rules for the Tamil Nadu Engineering Subordinate Services",http://www.stationeryprinting.tn.gov.in/gazette/2015/50-III-1b.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404103426/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-III-1b.pdf,2023-04-04 10:34:26
2965,4. Part IV—Section 4,"CENTRAL ACTS AND ORDINANCES Acts - The Commercial Courts, Commercial Division and Commercial Appellate Division of High Courts Ordinance, 2015 - The Arbitration and Conciliation (Amendment) Ordinance, 2015",http://www.stationeryprinting.tn.gov.in/gazette/2015/50-IV-4.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404103429/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-IV-4.pdf,2023-04-04 10:34:29
2966,5. Part VI—Section 1,"Notifications of interest to the General Public issued by Heads of Departments, Etc. GENERAL NOTIFICATIONS - Indian Strose and Trove Act - Notifications JUDICIAL NOTIFICATIONS - Code of Criminal Procedure - Conferment of Powers - Declaration of Dividend",http://www.stationeryprinting.tn.gov.in/gazette/2015/50-VI-1.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404093348/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-VI-1.pdf,2023-04-04 09:33:48
2967,6. Part VI—Section 3a,"Notifications issued by cost recoverable institutions of State and Central Governments. GENERAL NOTIFICATIONS - TAMIL NADU WAQF BOARD, CHENNAI - Waqf Act",http://www.stationeryprinting.tn.gov.in/gazette/2015/50-VI-3a.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404103331/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-VI-3a.pdf,2023-04-04 10:33:31
2968,7. Part VI—Section 4,Advertisements by private individuals and private institutions PRIVATE ADVERTISEMENTS - Change of Names,http://www.stationeryprinting.tn.gov.in/gazette/2015/50-VI-4.pdf,2015-12-16,50,False,https://web.archive.org/web/20230404093349/http://www.stationeryprinting.tn.gov.in/gazette/2015/50-VI-4.pdf,2023-04-04 09:33:49
